Platform,URL,Product_Name,SKU_Identifier,True_SKU_Identifier,Price,Limit_Price,Price_Status,Scrape_Date,Main_Image_URL
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2199,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2599,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=246986456918,【小海豚1000G管线机套装】云米净水器家用厨下一键即热制冷直饮,246986456918,246986456918,2599,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245465996610,云米管线机壁挂台式两用冷热开水机家用调温即热饮水机带uv杀菌,245465996610,245465996610,1999,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245015637978,云米电热水器蓝调3200W安全速热卫生间洗澡8倍大水量抑菌水质可视,245015637978,245015637978,1099,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245015637978,云米电热水器蓝调3200W安全速热卫生间洗澡8倍大水量抑菌水质可视,245015637978,245015637978,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245015637978,云米电热水器蓝调3200W安全速热卫生间洗澡8倍大水量抑菌水质可视,245015637978,245015637978,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245015637978,云米电热水器蓝调3200W安全速热卫生间洗澡8倍大水量抑菌水质可视,245015637978,245015637978,1399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245015637978,云米电热水器蓝调3200W安全速热卫生间洗澡8倍大水量抑菌水质可视,245015637978,245015637978,1499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=245008294548,云米大容量洗碗机10套家用嵌入式智目洗全自动热风烘干除菌消毒,245008294548,245008294548,2098,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=243153009643,云米净饮机X2系列滤芯X2mini mango复合滤芯5in1/6in1 RO反渗透,243153009643,243153009643,288,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=243153009643,云米净饮机X2系列滤芯X2mini mango复合滤芯5in1/6in1 RO反渗透,243153009643,243153009643,288,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=243153009643,云米净饮机X2系列滤芯X2mini mango复合滤芯5in1/6in1 RO反渗透,243153009643,243153009643,319,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=241667411785,云米即热式饮水机1键即热水吧3档控温4L大容量台式免安装,241667411785,241667411785,589,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=237591380789,云米全自动智能马桶水箱泡沫盾抗菌即热恒温座圈离座冲水小鲸鱼2,237591380789,237591380789,1999,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=237591380789,云米全自动智能马桶水箱泡沫盾抗菌即热恒温座圈离座冲水小鲸鱼2,237591380789,237591380789,1999,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=237590247709,【1小时洗烘】云米全自动洗衣机1级能效10公斤洗烘一体烘干机滚筒,237590247709,237590247709,2399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=231833573024,小烤箱6L,6923185603221,231833573024,199,174,高价待调整,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=228907185185,云米16L零冷水燃气热水器家用智能变频即热水气双调恒温安全防冻,228907185185,228907185185,1699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=227970049599,云米净水器水龙头过滤器自来水家用厨房超滤滤水器前置净化器,227970049599,227970049599,159,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=226771358169,1云米净水器家用厨房农村水龙头过滤器自来水净化器MT1/2,226771358169,226771358169,128,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=226771358169,1云米净水器家用厨房农村水龙头过滤器自来水净化器MT1/2,226771358169,226771358169,168,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=223485946991,云米智能洗碗机10套热风烘干消毒嵌入式洗烘存一体家用IronA1,223485946991,223485946991,2299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,小海豚3,6923185605867,225501370546,999,499,高价待调整,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,小海豚3,6923185605867,225501370546,1099,499,高价待调整,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,小海豚3,6923185605867,225501370546,1398,499,高价待调整,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=224216987554,云米净水器滤芯S2、Fast厨下1A400G600G 1号复合滤芯RO反渗透滤芯,224216987554,224216987554,499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=224216987554,云米净水器滤芯S2、Fast厨下1A400G600G 1号复合滤芯RO反渗透滤芯,224216987554,224216987554,699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=224216987554,云米净水器滤芯S2、Fast厨下1A400G600G 1号复合滤芯RO反渗透滤芯,224216987554,224216987554,699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=223686266452,云米全自动滚筒洗衣机10KG洗烘一体除菌家用智能投放超薄嵌入M2,223686266452,223686266452,3299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=223486025603,云米互联网洗碗机全自动家用8套热风烘干消毒嵌入式Iron X1,223486025603,223486025603,1799,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=222446512832,【冷酷王】云米大一匹单冷空调独立除湿秒速制冷家用卧室节能变频,222446512832,222446512832,1699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=221876010591,云米净水器家用直饮RO反渗透净饮一体净水机滤芯1200GSuper2max,221876010591,221876010591,4299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=221876010591,云米净水器家用直饮RO反渗透净饮一体净水机滤芯1200GSuper2max,221876010591,221876010591,4299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=221842463604,1小米云米净水器RO反渗透纯水机厨下家用直饮过滤器饮水机600加仑,221842463604,221842463604,1300,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=221686401936,【空调套装】云米空调3室1厅组合 新1级能效3P柜机+新1级1.5P挂机,221686401936,221686401936,10999,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=221565163539,【语音柔风王】云米空调柜机冷暖双变频一级能效客厅立式智能空调,221565163539,221565163539,6499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=220936223742,云米燃气热水器变频恒温8大安全防护 家用节能防冻速热FireC113L,220936223742,220936223742,1399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=220867531419,"(X2Pro链接,少量差评可做备选)云米净饮一体机X2mini Mango",220867531419,220867531419,1099,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=220820325711,云米消毒柜（嵌入式）云米版,6923185604303,220820325711,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219691919640,【阳光暖烘】云米智能晾衣架全自动升降联网烘干电动晾衣机阳台,219691919640,219691919640,1599,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219492848549,云米家用门锁智能锁指纹密码锁防盗门电子门锁全自动推拉门锁,219492848549,219492848549,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219492848549,云米家用门锁智能锁指纹密码锁防盗门电子门锁全自动推拉门锁,219492848549,219492848549,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219486126363,flash烟机,6923185613664,219486126363,1399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=217541928957,云米真空保温杯轻便携不锈钢大学生自习室茶杯300ml,217541928957,217541928957,89,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=217105737391,云米智能马桶浴霸套装 即热全自动座便器  小爱语音浴霸 卫浴套装,217105737391,217105737391,3499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=217105737391,云米智能马桶浴霸套装 即热全自动座便器  小爱语音浴霸 卫浴套装,217105737391,217105737391,3499,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=215991927819,【烟灶联动】云米顶侧3吸大吸力抽油烟机聚能燃气灶烟灶套装Super,215991927819,215991927819,2699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=215505605173,【上门安装】云米电热水器安全速热家用洗澡储水式省电VEW605A,215505605173,215505605173,599,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=215505605173,【上门安装】云米电热水器安全速热家用洗澡储水式省电VEW605A,215505605173,215505605173,799,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=215505605173,【上门安装】云米电热水器安全速热家用洗澡储水式省电VEW605A,215505605173,215505605173,899,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=215498018054,【空调套装】云米空调1室1厅组合 新1级能效2P柜机+新1级1.5P挂机,215498018054,215498018054,6199,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=214448170082,云米即热水吧办公室台式免安装宿舍小型饮水机2.5L大容量烧热水壶,214448170082,214448170082,299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=214448170082,云米即热水吧办公室台式免安装宿舍小型饮水机2.5L大容量烧热水壶,214448170082,214448170082,299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=213946234221,云米无线手持吸尘器家用立式除螨大吸力吸尘机A9长续航宠物家庭,213946234221,213946234221,899,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=212124982919,云米踢脚线电暖器家用客厅节能速热加湿取暖器语音控制智能定时,212124982919,212124982919,699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=212124982919,云米踢脚线电暖器家用客厅节能速热加湿取暖器语音控制智能定时,212124982919,212124982919,799,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=211439538390,云米即热饮水机1键即热水吧4档控温4L大容量台式免安装,211439538390,211439538390,429,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=209415771537,【声控晾衣架】云米智能电动晾衣架无线遥控大容量自动升降控制,209415771537,209415771537,899,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=209415771537,【声控晾衣架】云米智能电动晾衣架无线遥控大容量自动升降控制,209415771537,209415771537,1149,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=209406625494,蓝调智能门锁（大屏猫眼版）,6923185654667,209406625494,999,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208077402678,【柔风王】云米空调1.5匹新1级能效变频冷暖超大导板挂机 Smart2S,208077402678,208077402678,2399,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208074025148,云米净水器600G小海豚厨下式RO反渗透直饮过滤器净饮机家用出租屋,208074025148,208074025148,1299,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208071231700,云米60L速热电热水器3000W一级节能变频增容租房安全已接入米家AP,208071231700,208071231700,749,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=208069905615,【杀病毒空调】云米大1匹空调变频冷暖自动调温一级能效 Super2s,208069905615,208069905615,2099,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=207799885384,【超薄除螨】云米家用全自动洗烘一体10公斤洗衣机滚筒 Master S,207799885384,207799885384,2699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=207783866280,【超窄冰箱】云米冰箱风冷无霜AI双变频78CM超窄对开门电冰箱436L,207783866280,207783866280,2199,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=207250698147,400加仑智能净水器 RO反渗透纯水机无桶 MR432-D,207250698147,207250698147,899,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205628593157,云米滚筒10kg大容量家用全自动洗烘一体洗衣机除菌节能智能互联,205628593157,205628593157,1899,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205463909525,【十字冰箱】云米十字四开门冰箱精细分储AI双变频风冷无霜410升,205463909525,205463909525,2699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205442655354,【超薄冰箱】云米冰箱嵌入式双开门变频风冷无霜大容量对开456升,205442655354,205442655354,2699,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205451808289,小厨宝,6923185611233,205451808289,359,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205467667434,[新品上市]VIOMI 云米净水器600G小海豚3厨下式RO反渗透直饮家用,205467667434,205467667434,998,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205378217791,1级能效云米燃气灶 可联网 10重安保 厨房灶具 天然气猛火灶4500W,205378217791,205378217791,799,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205448553075,云米电热水器VEW605家用小型储水速热节能漏电保护60L,205448553075,205448553075,749,,正常,2026-05-05 11:11:21,无截图
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,小海豚2 1000G,6923185654865,205458105137,839,899,破价警报 | 百亿补贴,2026-05-05 11:11:21,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=942754114793,云米AI燃气热水器 智控恒温防冻节能安全水质净化精准控温13L强排,942754114793,942754114793,999,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=942740482351,云米AI燃气热水器 智控恒温防冻节能安全水质净化精准控温13L强排,942740482351,942740482351,999,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=942656610557,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,942656610557,942656610557,2999,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,698,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,798,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,799,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939930331098,VIOMI云米 滤芯 反渗透滤芯RO膜,939930331098,939930331098,899,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,598,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,698,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,798,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,799,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,898,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939928309801,VIOMI云米 滤芯 反渗透滤芯RO膜,939928309801,939928309801,899,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=939760939921,云米净水器Super2Y1200G家用直饮厨下式RO反渗透鲜活泉无陈水,939760939921,939760939921,2299,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=932391238524,VIOMI 云米净水器小海豚3 厨下式RO反渗透直饮家用 无罐一体式,932391238524,932391238524,895.5,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=932391238524,VIOMI 云米净水器小海豚3 厨下式RO反渗透直饮家用 无罐一体式,932391238524,932391238524,895.5,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=926760918505,VIOMI云米净水器小海豚600G+升级版厨下式 RO 反渗透直饮家用,926760918505,926760918505,904,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=926574119933,昆仑4弱碱 1400G,6923185655718,926574119933,2999,3599,破价警报 | 限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=926440536018,云米小厨宝6L电热水器厨房卫生间出水恒温储水式小型速热神器加热,926440536018,926440536018,399,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925977908012,云米昆仑3矿泉净水器2S Pro,6923185656593,925977908012,2998,2899,高价待调整,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925958299439,云米(VIOMI) 家用昆仑4弱碱1200G 矿物质直饮反渗透厨下过滤器,925958299439,925958299439,3999,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925904229459,VIOMI云米净水器600G小蓝调厨下式RO反渗透直饮家用6年长效,925904229459,925904229459,728,,百亿补贴,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925874862450,小京龙Pro1100G,6923185655220,925874862450,799,1099,破价警报 | 百亿补贴,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925737084752,门锁普通版E30,6923185656074,925737084752,499,,限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916998985237,云米(VIOMI)净水机昆仑3 2E净矿1000G净水器 6年RO膜 接入米家,916998985237,916998985237,2599,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925730122772,蓝调智能门锁（大屏猫眼版）,6923185654667,925730122772,999,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925730329478,云米蓝调智能门锁（基础版）,6923185655381,925730329478,499,,限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925731404024,门锁掌静脉,6923185655398,925731404024,1499,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925231209174,蓝调智能门锁（人脸猫眼版）,6923185654650,925231209174,709,,限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925230364669,蓝调智能门锁（3D人脸版）,6923185654643,925230364669,629,,限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=920795499656,VIOMI云米小海豚3净水器5年长效RO反渗透厨下一体机水过滤大通量,920795499656,920795499656,1299,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=920088070226,云米新品鲲鹏PRO油烟机28m³大吸力易清洁挥手智控烟灶联动小噪音,920088070226,920088070226,2399,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=918828889854,VIOMI云米净水器600G小蓝调厨下式RO反渗透直饮家用6年长效,918828889854,918828889854,1299,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917044137245,云米前置过滤器家用自来水前置净水器自动反冲洗全屋净水机大流量,917044137245,917044137245,498,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917042534932,云米前置过滤器家用自来水前置净水器自动反冲洗全屋净水机大流量,917042534932,917042534932,498,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917038452382,小海豚+管线机,"S2405281401001,S2407170910001",917038452382,1349,,限量折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917038452382,小海豚+管线机,"S2405281401001,S2407170910001",917038452382,1449,,限量折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917034829515,管线机2E,6923185650966,917034829515,869,1599,破价警报 | 百亿补贴,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917032713009,管线机2S,6923185652526,917032713009,669,1699,破价警报 | 百亿补贴,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917031150770,云米·泉先AI净水器蓝调600G+,6923185653592,917031150770,1299,999,高价待调整,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917001945930,云米矿泉台式净饮机即热式饮水机直饮家用矿化加热一体机净水器,917001945930,917001945930,2199,,正常,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916996455515,云米AI冷热管线机Super2 Pro,6923185655794,916996455515,1289,1999,破价警报 | 限时折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916452280972,900G,6923185654292,916452280972,1998,1499,高价待调整,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916441693850,云米(VIOMI) 小海豚PRO 家用净水机 净水器 反渗透大通量 RO膜,916441693850,916441693850,899,,限量折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916398420768,复合滤芯,"6923185614258,6923185615750,6923185614265",916398420768,128.98,,限量折扣,2026-05-05 11:12:56,无截图
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916398420768,复合滤芯,"6923185614258,6923185615750,6923185614265",916398420768,128.98,,限量折扣,2026-05-05 11:12:56,无截图
